split,image_path,label_path,klass,disease_code,risk,x0,y0,x1,y1,label_normal_vs_d3,label_normal_vs_d4,label_normal_d3_d4,in_train_normal_vs_d3,in_train_normal_vs_d4,in_train_normal_d3_d4
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201026_3.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201026_3.jpeg.json,disease_3,3,1,644.0,626.0,3507.0,2388.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201026_6.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201026_6.jpeg.json,disease_3,3,1,687.0,1082.0,3255.0,2862.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201026_7.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201026_7.jpeg.json,disease_3,3,1,621.0,250.0,3564.0,2747.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201026_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201026_9.jpeg.json,disease_3,3,1,0.0,350.0,3529.0,2983.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_1.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_1.jpeg.json,disease_3,3,1,637.0,660.0,3424.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_10.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_10.jpeg.json,disease_3,3,1,0.0,0.0,3069.0,2847.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_11.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_11.jpeg.json,disease_3,3,1,846.0,910.0,2399.0,2942.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_14.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_14.jpeg.json,disease_3,3,1,336.0,565.0,3500.0,2702.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_2.jpeg.json,disease_3,3,1,567.0,506.0,3338.0,2753.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_3.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_3.jpeg.json,disease_3,3,1,0.0,225.0,2948.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_4.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_4.jpeg.json,disease_3,3,1,391.0,240.0,3769.0,2982.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_6.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_6.jpeg.json,disease_3,3,1,1287.0,345.0,2688.0,2968.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201027_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201027_9.jpeg.json,disease_3,3,1,0.0,10.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_11.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_11.jpeg.json,disease_3,3,1,1057.0,0.0,4014.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_12.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_12.jpeg.json,disease_3,3,1,176.0,0.0,3889.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_15.jpeg.json,disease_3,3,1,10.0,46.0,2290.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_2.jpeg.json,disease_3,3,1,1222.0,225.0,4019.0,3012.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_4.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_4.jpeg.json,disease_3,3,1,601.0,0.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_5.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_5.jpeg.json,disease_3,3,1,255.0,520.0,3622.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_6.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_6.jpeg.json,disease_3,3,1,1287.0,515.0,4009.0,2997.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201102_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201102_9.jpeg.json,disease_3,3,1,832.0,180.0,3528.0,2506.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_14.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_14.jpeg.json,disease_3,3,1,0.0,50.0,1740.0,2192.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_15.jpeg.json,disease_3,3,1,451.0,455.0,4032.0,2482.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_17.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_17.jpeg.json,disease_3,3,1,801.0,970.0,3207.0,2120.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_2.jpeg.json,disease_3,3,1,705.0,0.0,3199.0,2892.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_3.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_3.jpeg.json,disease_3,3,1,1229.0,115.0,3649.0,2105.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_6.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_6.jpeg.json,disease_3,3,1,0.0,450.0,3802.0,2687.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_8.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_8.jpeg.json,disease_3,3,1,0.0,762.0,4023.0,2732.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201103_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201103_9.jpeg.json,disease_3,3,1,0.0,4.0,3368.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_11.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_11.jpeg.json,disease_3,3,1,1476.0,582.0,3153.0,2351.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_12.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_12.jpeg.json,disease_3,3,1,358.0,11.0,3048.0,1916.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_13.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_13.jpeg.json,disease_3,3,1,1114.0,333.0,2917.0,2219.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_14.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_14.jpeg.json,disease_3,3,1,544.0,0.0,4032.0,2451.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_15.jpeg.json,disease_3,3,1,572.0,671.0,3044.0,2639.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_16.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_16.jpeg.json,disease_3,3,1,14.0,780.0,2854.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_17.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_17.jpeg.json,disease_3,3,1,461.0,268.0,3983.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_2.jpeg.json,disease_3,3,1,717.0,5.0,4032.0,2356.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_3.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_3.jpeg.json,disease_3,3,1,754.0,265.0,2957.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_4.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_4.jpeg.json,disease_3,3,1,430.0,443.0,3129.0,2799.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_8.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_8.jpeg.json,disease_3,3,1,316.0,576.0,4032.0,2766.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201110_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201110_9.jpeg.json,disease_3,3,1,1088.0,575.0,3195.0,2435.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_12.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_12.jpeg.json,disease_3,3,1,561.0,107.0,3369.0,2573.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_13.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_13.jpeg.json,disease_3,3,1,2226.0,707.0,4031.0,2518.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_14.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_14.jpeg.json,disease_3,3,1,746.0,490.0,3296.0,2031.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_15.jpeg.json,disease_3,3,1,702.0,11.0,3076.0,2822.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_5.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_5.jpeg.json,disease_3,3,1,884.0,286.0,3246.0,2728.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201116_7.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201116_7.jpeg.json,disease_3,3,1,1261.0,16.0,2916.0,2846.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201123_1.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201123_1.jpeg.json,disease_3,3,1,810.0,383.0,3363.0,2424.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201123_10.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201123_10.jpeg.json,disease_3,3,1,0.0,320.0,3727.0,2623.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201123_12.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201123_12.jpeg.json,disease_3,3,1,902.0,0.0,3789.0,2745.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201123_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201123_15.jpeg.json,disease_3,3,1,640.0,125.0,3170.0,1708.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_2852e_20201123_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_2852e_20201123_2.jpeg.json,disease_3,3,1,160.0,383.0,3213.0,3011.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201103_24.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201103_24.jpeg.json,disease_3,3,1,672.0,710.0,3192.0,2920.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201103_25.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201103_25.jpeg.json,disease_3,3,1,592.0,220.0,4032.0,2900.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201103_27.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201103_27.jpeg.json,disease_3,3,1,382.0,0.0,4032.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201103_4.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201103_4.jpeg.json,disease_3,3,1,22.0,200.0,4032.0,2510.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201103_5.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201103_5.jpeg.json,disease_3,3,1,622.0,0.0,4012.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201104_13.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201104_13.jpeg.json,disease_3,3,1,320.0,526.0,3270.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201104_19.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201104_19.jpeg.json,disease_3,3,1,640.0,346.0,3800.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201104_3.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201104_3.jpeg.json,disease_3,3,1,430.0,316.0,1670.0,2876.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201104_7.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201104_7.jpeg.json,disease_3,3,1,0.0,27.0,3890.0,3016.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201110_22.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201110_22.jpeg.json,disease_3,3,1,250.0,496.0,3130.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201110_30.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201110_30.jpeg.json,disease_3,3,1,10.0,0.0,2850.0,2906.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201110_32.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201110_32.jpeg.json,disease_3,3,1,480.0,0.0,2490.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201110_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201110_9.jpeg.json,disease_3,3,1,1000.0,1056.0,2940.0,2146.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_11.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_11.jpeg.json,disease_3,3,1,0.0,66.0,4032.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_12.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_12.jpeg.json,disease_3,3,1,1160.0,0.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_13.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_13.jpeg.json,disease_3,3,1,30.0,26.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_19.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_19.jpeg.json,disease_3,3,1,0.0,894.0,2380.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_2.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_2.jpeg.json,disease_3,3,1,40.0,776.0,2380.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_20.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_20.jpeg.json,disease_3,3,1,10.0,6.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_26.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_26.jpeg.json,disease_3,3,1,1400.0,7.0,3980.0,2136.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_29.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_29.jpeg.json,disease_3,3,1,430.0,156.0,4032.0,3024.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_30.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_30.jpeg.json,disease_3,3,1,20.0,0.0,4032.0,2616.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_31.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_31.jpeg.json,disease_3,3,1,10.0,15.0,3040.0,3016.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_32.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_32.jpeg.json,disease_3,3,1,0.0,0.0,4032.0,2936.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_8.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_8.jpeg.json,disease_3,3,1,860.0,356.0,2920.0,3024.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201116_9.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201116_9.jpeg.json,disease_3,3,1,10.0,246.0,3930.0,2866.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_15.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_15.jpeg.json,disease_3,3,1,0.0,0.0,4032.0,3002.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_18.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_18.jpeg.json,disease_3,3,1,0.0,0.0,2472.0,1991.0,1,-1,1,1,0,1
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_22.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_22.jpeg.json,disease_3,3,1,111.0,0.0,4032.0,2802.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_24.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_24.jpeg.json,disease_3,3,1,0.0,60.0,3973.0,2972.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_26.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_26.jpeg.json,disease_3,3,1,111.0,0.0,4032.0,3012.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_30.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_30.jpeg.json,disease_3,3,1,21.0,50.0,3963.0,2992.0,1,-1,1,1,0,0
train,data/by_disease/train/disease_3/images/V006_79_1_03_02_03_12_1_3025e_20201117_8.jpeg,data/by_disease/train/disease_3/labels/V006_79_1_03_02_03_12_1_3025e_20201117_8.jpeg.json,disease_3,3,1,1732.0,0.0,4023.0,2572.0,1,-1,1,1,0,0
