split,klass,disease_code,risk,crop,area,grow,region,date,img_w,img_h,aspect,n_boxes,ext,box_w,box_h,box_area,box_rel_area,box_aspect,cx_norm,cy_norm
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,285,427,121695,0.17606336805555556,0.667447306791569,0.5173611111111112,0.48072916666666665
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,240,524,125760,0.18194444444444444,0.4580152671755725,0.49722222222222223,0.5489583333333333
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,203,490,99470,0.14390914351851852,0.4142857142857143,0.4673611111111111,0.6208333333333333
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,253,377,95381,0.13799334490740742,0.6710875331564987,0.5576388888888889,0.5328125
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,245,369,90405,0.13079427083333334,0.6639566395663956,0.46597222222222223,0.4661458333333333
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,217,343,74431,0.10768373842592592,0.6326530612244898,0.45625,0.5255208333333333
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,249,456,113544,0.16427083333333334,0.5460526315789473,0.46041666666666664,0.5666666666666667
train,normal,0,0,2,3,11,,2020-11-10,720,960,0.75,1,.jpg,307,460,141220,0.2043113425925926,0.6673913043478261,0.48680555555555555,0.5864583333333333
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,433,606,262398,0.3796267361111111,0.7145214521452146,0.49930555555555556,0.5197916666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,292,546,159432,0.23065972222222222,0.5347985347985348,0.42916666666666664,0.5833333333333334
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,313,500,156500,0.22641782407407407,0.626,0.47430555555555554,0.5447916666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,375,642,240750,0.3483072916666667,0.5841121495327103,0.45208333333333334,0.5729166666666666
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,281,481,135161,0.19554542824074075,0.5841995841995842,0.4798611111111111,0.5619791666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,392,462,181104,0.2620138888888889,0.8484848484848485,0.5458333333333333,0.64375
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,281,469,131789,0.19066695601851852,0.5991471215351812,0.4895833333333333,0.6338541666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,312,545,170040,0.24600694444444443,0.5724770642201835,0.4736111111111111,0.5442708333333334
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,327,541,176907,0.2559418402777778,0.6044362292051756,0.47708333333333336,0.6307291666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,343,603,206829,0.29923177083333335,0.5688225538971807,0.5618055555555556,0.5369791666666667
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,225,389,87525,0.12662760416666666,0.5784061696658098,0.4701388888888889,0.5223958333333333
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,332,440,146080,0.21134259259259258,0.7545454545454545,0.49583333333333335,0.36770833333333336
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,309,552,170568,0.24677083333333333,0.5597826086956522,0.5395833333333333,0.45416666666666666
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,319,531,169389,0.24506510416666666,0.60075329566855,0.5881944444444445,0.45260416666666664
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,297,477,141669,0.2049609375,0.6226415094339622,0.5548611111111111,0.3723958333333333
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,256,528,135168,0.19555555555555557,0.48484848484848486,0.5097222222222222,0.5520833333333334
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,280,551,154280,0.2232060185185185,0.5081669691470054,0.4111111111111111,0.41510416666666666
train,normal,0,0,2,3,11,,2020-11-12,720,960,0.75,1,.jpg,311,565,175715,0.25421730324074077,0.5504424778761062,0.43680555555555556,0.5817708333333333
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,276,548,151248,0.21881944444444446,0.5036496350364964,0.5055555555555555,0.575
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,379,585,221715,0.32076822916666664,0.6478632478632479,0.4840277777777778,0.6661458333333333
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,286,427,122122,0.17668113425925927,0.6697892271662763,0.4875,0.6057291666666667
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,321,537,172377,0.24938802083333333,0.5977653631284916,0.4909722222222222,0.7203125
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,315,641,201915,0.2921223958333333,0.4914196567862715,0.4895833333333333,0.5682291666666667
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,268,373,99964,0.1446238425925926,0.7184986595174263,0.4722222222222222,0.6546875
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,423,559,236457,0.34209635416666667,0.7567084078711985,0.5631944444444444,0.5807291666666666
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,385,535,205975,0.29799623842592593,0.719626168224299,0.4798611111111111,0.6286458333333333
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,314,564,177096,0.25621527777777775,0.5567375886524822,0.49444444444444446,0.61875
train,normal,0,0,2,3,11,,2020-11-16,720,960,0.75,1,.jpg,343,651,223293,0.3230512152777778,0.5268817204301075,0.3770833333333333,0.5369791666666667
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2436,1480,3605280,0.2956900352733686,1.645945945945946,0.6755952380952381,0.5588624338624338
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2704,1636,4423744,0.3628170403964055,1.6528117359413204,0.501984126984127,0.5833333333333334
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2468,1472,3632896,0.29795498446292096,1.6766304347826086,0.529265873015873,0.5456349206349206
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,1960,1472,2885120,0.2366255144032922,1.3315217391304348,0.5515873015873016,0.5046296296296297
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2152,1368,2943936,0.24144935752078608,1.5730994152046784,0.5496031746031746,0.4914021164021164
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2108,1160,2445280,0.20055167128579826,1.8172413793103448,0.5401785714285714,0.5694444444444444
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2880,1500,4320000,0.3543083900226757,1.92,0.6066468253968254,0.49603174603174605
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2160,1268,2738880,0.2246315192743764,1.7034700315457414,0.6393849206349206,0.5185185185185185
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2560,1488,3809280,0.31242126480221716,1.7204301075268817,0.5173611111111112,0.531084656084656
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2544,1244,3164736,0.25955845301083397,2.045016077170418,0.4806547619047619,0.5145502645502645
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2620,1560,4087200,0.33521510456034265,1.6794871794871795,0.5257936507936508,0.4781746031746032
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2300,1392,3201600,0.26258188460569415,1.6522988505747127,0.5486111111111112,0.5218253968253969
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2204,1132,2494928,0.20462359326446627,1.9469964664310955,0.5803571428571429,0.5357142857142857
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2248,1332,2994336,0.24558295540438396,1.6876876876876876,0.5243055555555556,0.4656084656084656
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,1460,904,1319840,0.10824777441840934,1.6150442477876106,0.5555555555555556,0.46494708994708994
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,2340,1260,2948400,0.2418154761904762,1.8571428571428572,0.5992063492063492,0.49867724867724866
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,2376,1148,2727648,0.22371031746031747,2.0696864111498257,0.45882936507936506,0.5013227513227513
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,1568,892,1398656,0.1147119341563786,1.757847533632287,0.4955357142857143,0.5423280423280423
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,2488,1328,3304064,0.27098555471571345,1.8734939759036144,0.48660714285714285,0.5496031746031746
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,2332,1444,3367408,0.27618076551608295,1.6149584487534625,0.5327380952380952,0.5370370370370371
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,1764,1244,2194416,0.17997685185185186,1.4180064308681672,0.5922619047619048,0.4669312169312169
train,normal,0,0,2,3,11,,2020-11-10,4032,3024,1.3333333333333333,1,.jpg,1732,1136,1967552,0.16137041236247585,1.5246478873239437,0.4781746031746032,0.5694444444444444
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2636,1476,3890736,0.31910194633408917,1.7859078590785908,0.5446428571428571,0.4669312169312169
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2400,1416,3398400,0.27872260015117156,1.694915254237288,0.589781746031746,0.6223544973544973
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2716,1504,4084864,0.3350235155790711,1.8058510638297873,0.48908730158730157,0.45436507936507936
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2556,1520,3885120,0.3186413454270597,1.681578947368421,0.48908730158730157,0.6435185185185185
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2464,1428,3518592,0.28858024691358025,1.7254901960784315,0.4905753968253968,0.5026455026455027
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2828,1628,4603984,0.3775995737801293,1.7371007371007372,0.48115079365079366,0.5105820105820106
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2328,1220,2840160,0.2329380826404636,1.9081967213114754,0.5203373015873016,0.5158730158730159
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2320,1396,3238720,0.26562631225329636,1.66189111747851,0.527281746031746,0.5701058201058201
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,3056,1632,4987392,0.40904509952129,1.8725490196078431,0.46378968253968256,0.4279100529100529
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2280,1280,2918400,0.23935500125976317,1.78125,0.527281746031746,0.5257936507936508
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2432,1336,3249152,0.2664819014025363,1.8203592814371257,0.5639880952380952,0.5628306878306878
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2884,1572,4533648,0.37183090828924165,1.8346055979643765,0.5287698412698413,0.5462962962962963
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2112,1208,2551296,0.20924666162761402,1.7483443708609272,0.5540674603174603,0.5324074074074074
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2836,1528,4333408,0.3554080582850424,1.856020942408377,0.4603174603174603,0.4966931216931217
train,normal,0,0,2,3,11,,2020-11-12,4032,3024,1.3333333333333333,1,.jpg,2592,1692,4385664,0.3596938775510204,1.5319148936170213,0.5411706349206349,0.5119047619047619
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2768,1504,4163072,0.34143780969177795,1.8404255319148937,0.4935515873015873,0.583994708994709
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3000,1468,4404000,0.3611977198286722,2.043596730245232,0.39037698412698413,0.5423280423280423
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2788,1496,4170848,0.3420755647938188,1.8636363636363635,0.4623015873015873,0.4742063492063492
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3080,1696,5223680,0.42842445620223396,1.8160377358490567,0.6056547619047619,0.48214285714285715
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2816,1460,4111360,0.3371966070378769,1.9287671232876713,0.5213293650793651,0.49603174603174605
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2460,1780,4378800,0.35913092088687326,1.3820224719101124,0.3878968253968254,0.5357142857142857
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2352,1844,4337088,0.3557098765432099,1.2754880694143167,0.5421626984126984,0.5806878306878307
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3068,1968,6037824,0.4951971529352482,1.5589430894308942,0.4861111111111111,0.460978835978836
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2616,1556,4070496,0.33384511211892165,1.6812339331619537,0.44494047619047616,0.5013227513227513
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2600,1488,3868800,0.3173028470647518,1.7473118279569892,0.47371031746031744,0.5496031746031746
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2540,1440,3657600,0.2999811035525321,1.7638888888888888,0.4781746031746032,0.5707671957671958
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2424,1544,3742656,0.3069570420760897,1.5699481865284974,0.42212301587301587,0.4966931216931217
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2244,1300,2917200,0.23925658226253466,1.7261538461538461,0.5,0.5066137566137566
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2796,1512,4227552,0.34672619047619047,1.8492063492063493,0.49107142857142855,0.5218253968253969
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2876,1816,5222816,0.42835359452422944,1.5837004405286343,0.5158730158730159,0.5099206349206349
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2660,1792,4766720,0.39094650205761317,1.484375,0.49702380952380953,0.542989417989418
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2484,1496,3716064,0.30477607709750565,1.660427807486631,0.5882936507936508,0.5231481481481481
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2672,1500,4008000,0.32871945074326026,1.7813333333333334,0.5451388888888888,0.458994708994709
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2784,1704,4743936,0.38907785336356765,1.6338028169014085,0.5362103174603174,0.4279100529100529
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2832,1360,3851520,0.3158856135046611,2.0823529411764707,0.5758928571428571,0.4451058201058201
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2904,1696,4925184,0.40394305870496344,1.7122641509433962,0.46577380952380953,0.5443121693121693
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3144,1804,5671776,0.4651754220206601,1.7427937915742793,0.5024801587301587,0.5171957671957672
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3160,1996,6307360,0.5173033719660703,1.5831663326653307,0.42212301587301587,0.5370370370370371
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,2860,1436,4106960,0.3368357373813723,1.9916434540389971,0.49206349206349204,0.46296296296296297
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3340,1836,6132240,0.5029407596371882,1.8191721132897603,0.48908730158730157,0.5277777777777778
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3008,1632,4909056,0.40262030738221216,1.8431372549019607,0.47470238095238093,0.5099206349206349
train,normal,0,0,2,3,11,,2020-11-16,4032,3024,1.3333333333333333,1,.jpg,3040,1976,6007040,0.4926723775930125,1.5384615384615385,0.5243055555555556,0.5205026455026455
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3308,1844,6099952,0.5002926324850928,1.7939262472885034,0.5863095238095238,0.5568783068783069
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3387,2144,7261728,0.5955766565885614,1.5797574626865671,0.5794890873015873,0.44907407407407407
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2778,1585,4403130,0.36112636605568155,1.7526813880126182,0.5823412698412699,0.4935515873015873
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3555,1860,6612300,0.5423132794784581,1.9112903225806452,0.4802827380952381,0.42328042328042326
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3773,1895,7149835,0.5863996592078189,1.9910290237467019,0.5197172619047619,0.48197751322751325
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3370,1985,6689450,0.5486408008419417,1.6977329974811084,0.5714285714285714,0.5596891534391535
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2955,2445,7224975,0.5925623287509448,1.2085889570552146,0.5075644841269841,0.46378968253968256
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3224,1556,5016544,0.41143602502729487,2.0719794344473006,0.5734126984126984,0.5228174603174603
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3308,2044,6761552,0.5545543062904174,1.6183953033268101,0.5580357142857143,0.49867724867724866
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3396,1909,6482964,0.531705679957168,1.7789418543740179,0.5788690476190477,0.5147156084656085
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2496,1512,3773952,0.30952380952380953,1.6507936507936507,0.5615079365079365,0.5099206349206349
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3040,1848,5617920,0.4607583774250441,1.645021645021645,0.48115079365079366,0.5171957671957672
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3071,1988,6105148,0.5007187867430923,1.54476861167002,0.5990823412698413,0.5555555555555556
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3108,1532,4761456,0.39051477072310403,2.028720626631854,0.5302579365079365,0.44576719576719576
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3432,2132,7317024,0.6001118039808516,1.6097560975609757,0.48908730158730157,0.4708994708994709
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3172,2176,6902272,0.566095574032082,1.4577205882352942,0.6066468253968254,0.5072751322751323
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2964,1999,5925036,0.4859467513857395,1.4827413706853427,0.5967261904761905,0.47040343915343913
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3220,2172,6993840,0.5736055996472663,1.4825046040515655,0.5729166666666666,0.5006613756613757
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2916,1569,4575204,0.3752391581632653,1.8585086042065009,0.5629960317460317,0.552744708994709
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2897,2572,7451084,0.6111068462878979,1.1263608087091757,0.6407490079365079,0.5324074074074074
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3205,1820,5833100,0.4784065439447384,1.760989010989011,0.558655753968254,0.5588624338624338
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3730,2390,8914700,0.7311465288275805,1.5606694560669456,0.533234126984127,0.4751984126984127
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3450,2355,8124750,0.6663581231103552,1.464968152866242,0.5220734126984127,0.591765873015873
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2958,1911,5652738,0.46361400462962965,1.5478806907378335,0.5339781746031746,0.5656415343915344
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3255,1730,5631150,0.4618434468694885,1.8815028901734103,0.5725446428571429,0.4669312169312169
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,1955,2730,5337150,0.4377307925485009,0.7161172161172161,0.5261656746031746,0.5271164021164021
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3525,2052,7233300,0.5932451105442177,1.7178362573099415,0.5628720238095238,0.5505952380952381
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3123,2026,6327198,0.5189304020219199,1.5414610069101677,0.6010664682539683,0.4087301587301587
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,2974,1946,5787404,0.4746587485302763,1.5282631038026722,0.6312003968253969,0.44047619047619047
train,normal,0,0,2,3,11,,2020-11-19,4032,3024,1.3333333333333333,1,.jpg,3549,1757,6235593,0.5114173418209876,2.0199203187250996,0.5132688492063492,0.5418320105820106
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,3676,1391,5113316,0.42610966666666666,2.642703091301222,0.47775,0.5255
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,3609,1477,5330493,0.44420775,2.4434664861205144,0.522625,0.4895
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,2453,1106,2713018,0.22608483333333335,2.2179023508137434,0.361875,0.533
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,3327,1501,4993827,0.41615225,2.2165223184543636,0.510375,0.6105
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,2729,1171,3195659,0.26630491666666667,2.330486763450043,0.376375,0.4518333333333333
train,normal,0,0,2,3,11,,2020-11-10,4000,3000,1.3333333333333333,1,.jpg,3275,1749,5727975,0.47733125,1.8724985706117783,0.504875,0.49883333333333335
